Product_Category,Product_Price,Order_Quantity,Return_Reason,Return_Status,Days_to_Return,User_Age,User_Gender,User_Location,Payment_Method,Shipping_Method,Discount_Applied,Returned,Return_Probability,Risk_Level
Electronics,122.37,1,Not as described,Returned,62.0,46,Male,City22,PayPal,Express,19.77,1,0.4991726126821423,Medium
Home,21.8,2,Wrong item,Returned,-148.0,62,Male,City96,PayPal,Express,15.86,1,0.4909175183607813,Medium
Electronics,88.54,1,Wrong item,Returned,-83.0,46,Male,City15,Gift Card,Standard,26.03,1,0.4585469848307566,Medium
Books,328.09,2,Wrong item,Returned,-104.0,62,Female,City34,Credit Card,Express,20.55,1,0.48105488757964937,Medium
Home,32.81,4,Changed mind,Returned,285.0,35,Female,City80,Debit Card,Next-Day,20.81,1,0.4458063542807357,Medium
Clothing,156.48,5,Wrong item,Returned,175.0,34,Male,City71,Gift Card,Next-Day,25.28,1,0.5149914107931132,Medium
Home,340.9,1,Defective,Returned,372.0,35,Male,City61,PayPal,Standard,34.1,1,0.48116853898225814,Medium
Clothing,6.3,3,Defective,Returned,-374.0,34,Male,City74,PayPal,Standard,42.43,1,0.5038349641801322,Medium
Toys,384.57,5,Not as described,Returned,-133.0,67,Male,City68,Gift Card,Express,8.53,1,0.5273716471405098,Medium
Toys,119.08,2,Defective,Returned,-397.0,25,Female,City84,PayPal,Standard,33.93,1,0.5071309967030214,Medium
Books,308.48,5,Defective,Returned,-134.0,45,Female,City59,PayPal,Express,32.31,1,0.4989018371716304,Medium
Electronics,183.36,3,Changed mind,Returned,140.0,43,Female,City97,Credit Card,Next-Day,19.79,1,0.4664514871573958,Medium
Clothing,166.34,5,Not as described,Returned,92.0,57,Female,City20,Debit Card,Express,36.72,1,0.5013569043892319,Medium
Electronics,229.18,3,Changed mind,Returned,-212.0,67,Male,City22,Gift Card,Next-Day,42.69,1,0.47314469261544767,Medium
Clothing,100.7,1,Wrong item,Returned,-21.0,63,Female,City1,Credit Card,Next-Day,10.19,1,0.49667558607734463,Medium
Electronics,181.23,2,Wrong item,Returned,-596.0,66,Female,City100,Credit Card,Express,36.42,1,0.5227462489002204,Medium
Electronics,152.48,3,Not as described,Returned,-102.0,38,Female,City5,Credit Card,Next-Day,23.1,1,0.5147094338724145,Medium
Clothing,182.03,5,Not as described,Returned,302.0,47,Male,City40,Gift Card,Standard,40.73,1,0.5415806878770885,Medium
Home,96.86,1,Wrong item,Returned,-558.0,70,Female,City18,Debit Card,Standard,0.26,1,0.5182002897616184,Medium
Electronics,57.34,3,Not as described,Returned,-179.0,32,Female,City57,Debit Card,Next-Day,36.2,1,0.4872775253568072,Medium
Home,405.76,5,Not as described,Returned,-240.0,40,Male,City70,Debit Card,Standard,12.51,1,0.5157836859692281,Medium
Books,113.75,1,Not as described,Returned,-102.0,36,Female,City23,PayPal,Standard,26.49,1,0.5225958591670667,Medium
Clothing,212.23,5,Defective,Returned,-466.0,39,Female,City77,Debit Card,Standard,24.47,1,0.5257455724186081,Medium
Home,324.9,5,Defective,Returned,686.0,53,Male,City55,Gift Card,Express,0.15,1,0.5183853613413199,Medium
Clothing,245.21,2,Changed mind,Returned,-236.0,66,Female,City13,Gift Card,Express,29.44,1,0.5164205696732476,Medium
Clothing,108.29,2,Wrong item,Returned,115.0,60,Male,City39,Debit Card,Standard,22.11,1,0.45411747602472435,Medium
Clothing,164.6,5,Defective,Returned,486.0,23,Female,City18,PayPal,Standard,7.43,1,0.5408385868460731,Medium
Clothing,233.17,2,Wrong item,Returned,164.0,53,Male,City17,PayPal,Next-Day,30.12,1,0.5316787856883058,Medium
Toys,47.06,3,Wrong item,Returned,425.0,37,Male,City34,Credit Card,Standard,32.56,1,0.48322048673119555,Medium
Clothing,22.07,3,Changed mind,Returned,-66.0,40,Female,City11,Credit Card,Express,4.66,1,0.5164628402797379,Medium
Clothing,470.4,4,Not as described,Returned,14.0,23,Female,City79,Gift Card,Express,29.01,1,0.5229480630459604,Medium
Toys,268.83,5,Not as described,Returned,178.0,20,Female,City3,Credit Card,Next-Day,45.59,1,0.4873935278248591,Medium
Toys,43.6,5,Wrong item,Returned,-96.0,37,Male,City4,Credit Card,Next-Day,20.42,1,0.4896013367944047,Medium
Clothing,434.96,4,Not as described,Returned,157.0,56,Female,City48,Debit Card,Express,2.19,1,0.49392155468949756,Medium
Home,252.11,2,Changed mind,Returned,374.0,46,Male,City53,Credit Card,Next-Day,32.27,1,0.5052838081807813,Medium
Electronics,208.6,1,Not as described,Returned,-355.0,20,Female,City79,Gift Card,Next-Day,20.5,1,0.5215466746391836,Medium
Home,335.04,3,Defective,Returned,331.0,25,Male,City48,Credit Card,Standard,27.95,1,0.48067152566137067,Medium
Books,325.93,5,Defective,Returned,-366.0,63,Male,City66,Debit Card,Next-Day,40.26,1,0.4719513854830233,Medium
Electronics,37.19,4,Wrong item,Returned,-446.0,32,Female,City15,Gift Card,Express,22.68,1,0.4618706137541436,Medium
Electronics,328.79,4,Defective,Returned,-319.0,18,Female,City10,Debit Card,Next-Day,29.85,1,0.5117350923549914,Medium
Clothing,472.83,5,Not as described,Returned,-507.0,52,Male,City3,Debit Card,Express,9.47,1,0.4966866942075276,Medium
Toys,81.01,1,Not as described,Returned,177.0,54,Female,City38,Debit Card,Standard,44.09,1,0.44759608271348367,Medium
Clothing,283.92,5,Defective,Returned,252.0,59,Female,City39,Gift Card,Next-Day,39.84,1,0.4560941552633066,Medium
Clothing,126.56,2,Wrong item,Returned,-260.0,58,Female,City99,Gift Card,Next-Day,45.83,1,0.4873318379477862,Medium
Clothing,89.8,5,Changed mind,Returned,207.0,67,Female,City71,PayPal,Next-Day,9.51,1,0.5287437591996778,Medium
Books,11.0,2,Wrong item,Returned,301.0,44,Male,City91,Credit Card,Next-Day,12.4,1,0.4875251435640799,Medium
Home,141.07,2,Not as described,Returned,-477.0,52,Female,City77,Gift Card,Express,8.47,1,0.5318505137089921,Medium
Electronics,404.5,5,Wrong item,Returned,64.0,61,Male,City57,Credit Card,Next-Day,10.92,1,0.48641489323893694,Medium
Books,423.67,1,Not as described,Returned,185.0,59,Male,City45,Debit Card,Express,33.25,1,0.4571440497631647,Medium
Books,82.19,1,Not as described,Returned,-291.0,42,Male,City35,PayPal,Express,42.99,1,0.4986102094442123,Medium
Clothing,191.83,4,Wrong item,Returned,205.0,45,Female,City77,Credit Card,Standard,48.67,1,0.5201705348920469,Medium
Toys,48.66,4,Wrong item,Returned,-463.0,47,Male,City40,PayPal,Express,27.85,1,0.5463760443348185,Medium
Books,257.41,4,Defective,Returned,-123.0,63,Male,City13,Gift Card,Next-Day,22.37,1,0.5169874378169116,Medium
Electronics,448.24,3,Wrong item,Returned,9.0,23,Male,City29,Credit Card,Next-Day,47.6,1,0.5285930248197043,Medium
Electronics,326.37,1,Wrong item,Returned,109.0,59,Female,City75,Gift Card,Next-Day,21.9,1,0.4899813379032158,Medium
Electronics,195.91,1,Not as described,Returned,286.0,36,Female,City37,Credit Card,Express,17.78,1,0.5138818115383519,Medium
Toys,112.01,3,Wrong item,Returned,427.0,67,Male,City89,Credit Card,Standard,24.98,1,0.5027294877950836,Medium
Books,100.99,2,Changed mind,Returned,534.0,68,Male,City12,Debit Card,Express,29.13,1,0.5051837119058479,Medium
Electronics,296.14,2,Defective,Returned,90.0,36,Male,City43,PayPal,Next-Day,33.71,1,0.5470311852629174,Medium
Home,188.35,4,Defective,Returned,113.0,69,Male,City90,Debit Card,Express,16.99,1,0.4411877319169604,Medium
Clothing,167.88,2,Defective,Returned,-205.0,55,Female,City17,PayPal,Standard,16.52,1,0.5399052235237017,Medium
Electronics,197.4,4,Not as described,Returned,-137.0,57,Male,City6,Gift Card,Next-Day,25.57,1,0.4896651133050028,Medium
Electronics,64.9,1,Not as described,Returned,-45.0,57,Female,City13,PayPal,Next-Day,48.5,1,0.5324623295619209,Medium
Electronics,293.66,5,Wrong item,Returned,46.0,53,Female,City91,PayPal,Next-Day,22.61,1,0.5110363104880601,Medium
Electronics,360.72,3,Not as described,Returned,21.0,29,Male,City90,Credit Card,Express,47.82,1,0.43810467299742356,Medium
Clothing,155.5,5,Wrong item,Returned,217.0,26,Male,City58,Credit Card,Next-Day,34.47,1,0.5289001047300566,Medium
Clothing,370.26,3,Wrong item,Returned,-16.0,38,Female,City74,Gift Card,Standard,47.12,1,0.4900322103323965,Medium
Clothing,443.05,4,Changed mind,Returned,68.0,38,Male,City20,Debit Card,Express,24.18,1,0.48945285107534897,Medium
Toys,304.23,2,Defective,Returned,64.0,27,Female,City54,Credit Card,Standard,8.78,1,0.5097375884796639,Medium
Books,175.58,1,Defective,Returned,260.0,35,Male,City42,Debit Card,Next-Day,4.95,1,0.5039359120639488,Medium
Electronics,353.79,4,Wrong item,Returned,300.0,18,Male,City95,Credit Card,Next-Day,12.92,1,0.491912120785651,Medium
Books,203.76,3,Wrong item,Returned,-432.0,49,Male,City77,Gift Card,Next-Day,27.87,1,0.5195966621550593,Medium
Toys,63.84,2,Defective,Returned,-100.0,45,Female,City99,Gift Card,Next-Day,29.6,1,0.48671071595464765,Medium
Toys,88.5,4,Changed mind,Returned,18.0,21,Male,City83,Credit Card,Express,2.58,1,0.46242480525681495,Medium
Home,209.97,4,Not as described,Returned,-23.0,30,Male,City42,Credit Card,Standard,43.63,1,0.508608707351988,Medium
Clothing,326.16,3,Changed mind,Returned,-11.0,58,Female,City37,Credit Card,Next-Day,37.38,1,0.5024414227914293,Medium
Home,166.94,5,Defective,Returned,692.0,18,Male,City23,Gift Card,Express,36.24,1,0.503660445630131,Medium
Electronics,111.12,1,Wrong item,Returned,32.0,23,Female,City97,Credit Card,Express,35.03,1,0.4671930798315259,Medium
Toys,412.55,1,Not as described,Returned,-501.0,70,Male,City1,PayPal,Standard,41.43,1,0.5086415342987709,Medium
Toys,304.86,2,Not as described,Returned,278.0,37,Male,City39,Debit Card,Next-Day,11.39,1,0.4516026157338047,Medium
Home,417.77,1,Defective,Returned,-324.0,47,Female,City95,Credit Card,Express,12.86,1,0.488969706643485,Medium
Home,190.11,4,Defective,Returned,296.0,59,Female,City53,Debit Card,Next-Day,44.7,1,0.5119239522995427,Medium
Toys,159.42,3,Not as described,Returned,15.0,42,Male,City4,Gift Card,Express,1.62,1,0.5017601776049103,Medium
Clothing,475.84,5,Not as described,Returned,252.0,65,Male,City47,Credit Card,Express,3.08,1,0.488982349190759,Medium
Books,223.03,3,Changed mind,Returned,15.0,50,Male,City99,Debit Card,Express,27.61,1,0.4740378921609941,Medium
Home,337.62,1,Defective,Returned,-362.0,19,Male,City32,Debit Card,Express,20.54,1,0.48999299584184497,Medium
Electronics,178.21,3,Defective,Returned,324.0,35,Male,City72,PayPal,Next-Day,35.32,1,0.5024222469407115,Medium
Books,257.29,1,Changed mind,Returned,-368.0,62,Female,City87,Debit Card,Next-Day,18.57,1,0.4151396895668787,Medium
Books,72.39,3,Defective,Returned,714.0,39,Male,City7,PayPal,Express,12.17,1,0.5407157279450387,Medium
Books,286.41,3,Wrong item,Returned,6.0,66,Female,City59,PayPal,Express,39.46,1,0.4962792125287227,Medium
Clothing,234.67,3,Changed mind,Returned,-359.0,33,Male,City49,PayPal,Express,1.0,1,0.5316207362291469,Medium
Electronics,183.39,1,Wrong item,Returned,-210.0,20,Male,City66,Debit Card,Express,23.08,1,0.4767961139524776,Medium
Clothing,342.24,5,Wrong item,Returned,542.0,24,Male,City12,Credit Card,Next-Day,22.22,1,0.5168573278807187,Medium
Clothing,313.31,2,Changed mind,Returned,-177.0,63,Female,City17,Credit Card,Express,14.69,1,0.5130644823822007,Medium
Books,411.22,2,Changed mind,Returned,55.0,27,Male,City18,Gift Card,Express,40.86,1,0.5018847227947694,Medium
Home,25.73,5,Changed mind,Returned,95.0,33,Male,City81,Credit Card,Express,3.2,1,0.48540706839554654,Medium
Toys,215.72,2,Defective,Returned,69.0,22,Male,City37,Gift Card,Express,12.24,1,0.5129330473370389,Medium
Toys,408.4,4,Changed mind,Returned,-511.0,39,Female,City81,PayPal,Standard,5.41,1,0.5041275346121646,Medium
Clothing,28.66,5,Not as described,Returned,113.0,28,Female,City57,PayPal,Express,7.97,1,0.5165275868027458,Medium
Home,433.0,5,Defective,Returned,-341.0,55,Female,City36,Credit Card,Next-Day,17.44,1,0.5080640386717349,Medium
Home,266.57,1,Wrong item,Returned,-49.0,53,Male,City50,PayPal,Next-Day,12.28,1,0.4992955920719774,Medium
Home,210.68,4,Changed mind,Returned,309.0,26,Male,City90,PayPal,Express,16.1,1,0.4549387852127538,Medium
Home,324.93,3,Wrong item,Returned,664.0,54,Male,City4,PayPal,Express,29.62,1,0.5039430229620392,Medium
Books,55.22,1,Not as described,Returned,-129.0,38,Male,City16,Credit Card,Standard,32.21,1,0.4926859730207587,Medium
Home,129.2,4,Changed mind,Returned,222.0,54,Female,City11,Debit Card,Next-Day,12.53,1,0.5116529252520025,Medium
Books,119.47,5,Defective,Returned,-617.0,22,Female,City32,Credit Card,Next-Day,48.96,1,0.4891128723182594,Medium
Books,389.48,4,Defective,Returned,-390.0,43,Female,City34,Gift Card,Next-Day,32.45,1,0.48489366084534685,Medium
Clothing,403.1,1,Wrong item,Returned,-260.0,22,Female,City55,Debit Card,Next-Day,25.64,1,0.5065423468218184,Medium
Clothing,360.79,3,Wrong item,Returned,-95.0,55,Male,City26,Debit Card,Express,20.9,1,0.4483881993956235,Medium
Books,49.67,5,Not as described,Returned,345.0,18,Male,City49,Gift Card,Express,47.92,1,0.5165133194403194,Medium
Clothing,322.22,2,Not as described,Returned,633.0,26,Female,City59,Debit Card,Express,34.23,1,0.48562301859071794,Medium
Books,201.09,4,Changed mind,Returned,233.0,57,Male,City95,Debit Card,Express,39.22,1,0.47987544599210863,Medium
Clothing,408.87,2,Defective,Returned,57.0,22,Female,City42,Debit Card,Next-Day,15.18,1,0.5077437089302678,Medium
Home,429.38,5,Changed mind,Returned,324.0,28,Male,City43,Debit Card,Express,4.27,1,0.5312485480498167,Medium
Books,223.96,2,Wrong item,Returned,363.0,20,Female,City87,Gift Card,Standard,16.19,1,0.43086814175686927,Medium
Toys,94.84,2,Not as described,Returned,-74.0,47,Female,City6,Credit Card,Express,35.24,1,0.48002502164982647,Medium
Electronics,499.71,2,Defective,Returned,657.0,55,Male,City69,Credit Card,Next-Day,36.85,1,0.46743804856643517,Medium
Electronics,230.22,1,Defective,Returned,-633.0,43,Female,City67,PayPal,Standard,49.44,1,0.4982134929811003,Medium
Toys,280.32,2,Defective,Returned,54.0,56,Male,City100,Credit Card,Next-Day,0.94,1,0.5237440285878325,Medium
Clothing,271.44,5,Defective,Returned,33.0,68,Female,City71,PayPal,Next-Day,2.32,1,0.533470969757833,Medium
Electronics,16.36,3,Defective,Returned,-33.0,20,Male,City68,PayPal,Next-Day,33.88,1,0.5316092352655768,Medium
Books,181.39,5,Wrong item,Returned,369.0,62,Female,City68,PayPal,Standard,13.64,1,0.5399015742174139,Medium
Toys,414.31,3,Wrong item,Returned,-268.0,36,Male,City45,Credit Card,Standard,44.92,1,0.4563261333591836,Medium
Books,263.53,3,Not as described,Returned,218.0,50,Male,City43,Debit Card,Next-Day,40.19,1,0.5295858784078077,Medium
Toys,430.82,1,Defective,Returned,-383.0,50,Female,City47,Credit Card,Express,25.64,1,0.4734925522078302,Medium
Books,339.87,3,Defective,Returned,-112.0,24,Male,City45,Debit Card,Next-Day,46.28,1,0.45130553419056013,Medium
Home,49.96,2,Wrong item,Returned,512.0,53,Male,City78,Debit Card,Standard,47.73,1,0.4805335225973642,Medium
Toys,55.94,4,Changed mind,Returned,282.0,59,Male,City68,Credit Card,Next-Day,24.59,1,0.5089087592948232,Medium
Toys,83.83,5,Defective,Returned,-5.0,19,Female,City98,Debit Card,Next-Day,16.33,1,0.4696736568623447,Medium
Books,25.46,5,Changed mind,Returned,46.0,43,Male,City7,PayPal,Standard,44.53,1,0.5346893415644324,Medium
Toys,334.67,5,Changed mind,Returned,-558.0,52,Female,City53,Debit Card,Express,9.63,1,0.5148845386358616,Medium
Home,481.37,4,Defective,Returned,132.0,69,Female,City11,Gift Card,Standard,8.24,1,0.5242881303019559,Medium
Electronics,217.49,3,Defective,Returned,-85.0,68,Male,City41,Credit Card,Express,16.93,1,0.4656069350056531,Medium
Electronics,454.54,3,Defective,Returned,357.0,35,Male,City81,PayPal,Next-Day,20.46,1,0.5007849490230231,Medium
Clothing,174.62,2,Defective,Returned,-2.0,65,Female,City81,Debit Card,Express,15.22,1,0.48837108494248493,Medium
Home,494.77,1,Wrong item,Returned,-516.0,19,Female,City38,PayPal,Express,36.99,1,0.4584000120598389,Medium
Home,418.93,2,Not as described,Returned,511.0,66,Male,City18,Credit Card,Next-Day,9.67,1,0.513239355454444,Medium
Toys,482.05,4,Changed mind,Returned,283.0,23,Male,City13,Gift Card,Express,12.49,1,0.5142099762497607,Medium
Home,220.17,1,Not as described,Returned,247.0,44,Female,City26,Debit Card,Standard,23.02,1,0.45259739503093516,Medium
Electronics,180.63,1,Wrong item,Returned,483.0,44,Male,City1,PayPal,Next-Day,29.4,1,0.5073595414153034,Medium
Home,96.72,2,Not as described,Returned,542.0,70,Female,City79,PayPal,Next-Day,46.91,1,0.5292803779582615,Medium
Electronics,431.94,1,Wrong item,Returned,177.0,59,Male,City90,PayPal,Next-Day,48.8,1,0.449590524050051,Medium
Toys,221.77,5,Defective,Returned,151.0,57,Male,City55,Gift Card,Express,10.4,1,0.5162420035926479,Medium
Books,467.96,5,Not as described,Returned,-63.0,26,Female,City21,Gift Card,Next-Day,33.61,1,0.5018764598130593,Medium
Books,230.78,4,Not as described,Returned,-98.0,42,Male,City50,PayPal,Standard,25.38,1,0.5055442452365257,Medium
Toys,10.58,4,Changed mind,Returned,-17.0,19,Male,City58,Credit Card,Next-Day,29.31,1,0.521053362763246,Medium
Home,20.61,4,Wrong item,Returned,-258.0,34,Male,City51,Gift Card,Standard,34.08,1,0.49204137134827053,Medium
Clothing,183.43,2,Changed mind,Returned,463.0,23,Male,City80,Credit Card,Express,35.28,1,0.4408684997667012,Medium
Clothing,37.68,5,Not as described,Returned,114.0,31,Male,City61,Gift Card,Next-Day,3.56,1,0.4858162231994934,Medium
Home,200.16,4,Wrong item,Returned,272.0,25,Male,City54,Debit Card,Next-Day,43.39,1,0.5012545792049422,Medium
Toys,414.52,3,Changed mind,Returned,440.0,47,Male,City25,Credit Card,Standard,13.06,1,0.5032515259952856,Medium
Electronics,51.32,1,Changed mind,Returned,-104.0,41,Female,City85,Gift Card,Standard,38.84,1,0.5014642819597676,Medium
Home,491.33,5,Defective,Returned,284.0,58,Male,City93,Credit Card,Standard,47.06,1,0.465148655653098,Medium
Clothing,204.44,5,Not as described,Returned,140.0,63,Male,City41,Credit Card,Next-Day,10.82,1,0.4745107740874981,Medium
Electronics,312.45,4,Wrong item,Returned,154.0,68,Male,City17,Debit Card,Next-Day,44.88,1,0.5100402148330337,Medium
Books,250.32,4,Changed mind,Returned,73.0,70,Male,City25,Credit Card,Standard,24.45,1,0.5022920449692209,Medium
Toys,205.64,5,Defective,Returned,172.0,38,Male,City19,PayPal,Standard,16.06,1,0.462228782322305,Medium
Electronics,345.0,2,Defective,Returned,138.0,47,Male,City74,PayPal,Next-Day,19.7,1,0.5004326719053764,Medium
Electronics,156.65,2,Defective,Returned,541.0,51,Female,City71,PayPal,Next-Day,42.82,1,0.5208155312683772,Medium
Books,385.22,2,Not as described,Returned,-368.0,31,Male,City91,Gift Card,Next-Day,39.91,1,0.48911801399549154,Medium
Books,491.24,4,Changed mind,Returned,110.0,37,Female,City19,Credit Card,Standard,1.65,1,0.4397418897917727,Medium
Home,310.55,5,Not as described,Returned,-298.0,19,Female,City84,Credit Card,Express,0.83,1,0.4997989754653081,Medium
Clothing,368.99,1,Wrong item,Returned,-101.0,29,Male,City12,Debit Card,Next-Day,29.33,1,0.5110779218398968,Medium
Toys,258.35,2,Defective,Returned,-604.0,46,Female,City41,PayPal,Express,30.01,1,0.47970385008164046,Medium
Books,17.47,1,Defective,Returned,12.0,23,Male,City78,Debit Card,Standard,30.5,1,0.48057163857681034,Medium
Books,159.99,1,Defective,Returned,-590.0,34,Male,City100,Gift Card,Express,48.73,1,0.5189091625950748,Medium
Clothing,86.58,4,Changed mind,Returned,-63.0,62,Female,City23,PayPal,Standard,37.52,1,0.5194444051754081,Medium
Home,136.93,5,Changed mind,Returned,-116.0,24,Male,City92,Credit Card,Express,43.52,1,0.4361701302859643,Medium
Home,168.22,4,Not as described,Returned,175.0,23,Male,City25,PayPal,Next-Day,45.64,1,0.5244717447037706,Medium
Clothing,438.28,5,Not as described,Returned,-346.0,63,Female,City44,PayPal,Express,20.57,1,0.5232927694756688,Medium
Home,426.01,3,Not as described,Returned,366.0,49,Female,City23,Credit Card,Standard,41.11,1,0.5022675162938646,Medium
Toys,297.13,5,Wrong item,Returned,323.0,27,Male,City36,Debit Card,Next-Day,42.7,1,0.5012258535708983,Medium
Books,311.99,3,Defective,Returned,-481.0,31,Male,City35,PayPal,Express,32.4,1,0.4964262848773558,Medium
Home,367.55,3,Defective,Returned,185.0,35,Female,City2,Gift Card,Standard,30.07,1,0.5189425266138018,Medium
Toys,114.58,2,Defective,Returned,49.0,47,Male,City2,Credit Card,Express,5.48,1,0.5133708611047646,Medium
Electronics,199.31,3,Defective,Returned,297.0,51,Male,City71,Credit Card,Express,25.76,1,0.5050141569112013,Medium
Toys,79.94,2,Changed mind,Returned,623.0,61,Female,City45,Credit Card,Standard,0.49,1,0.4642413629275388,Medium
Books,243.32,5,Changed mind,Returned,-384.0,58,Male,City30,Debit Card,Express,23.73,1,0.44436781160440064,Medium
Clothing,387.09,4,Wrong item,Returned,-23.0,70,Male,City97,Gift Card,Next-Day,3.77,1,0.48056381868701353,Medium
Home,368.74,5,Changed mind,Returned,-13.0,55,Female,City64,Gift Card,Express,31.18,1,0.48926946548879013,Medium
Home,225.51,5,Defective,Returned,-193.0,30,Female,City68,Gift Card,Next-Day,45.56,1,0.517449057317351,Medium
Clothing,382.73,5,Defective,Returned,485.0,55,Male,City30,Credit Card,Next-Day,24.78,1,0.4514639782172344,Medium
Books,386.45,3,Defective,Returned,-470.0,65,Male,City31,Gift Card,Standard,48.99,1,0.5047717472015925,Medium
Home,309.24,2,Changed mind,Returned,304.0,26,Male,City52,Credit Card,Express,34.78,1,0.5015631290074402,Medium
Electronics,134.39,3,Changed mind,Returned,-363.0,41,Female,City21,PayPal,Express,13.74,1,0.5143177168929024,Medium
Books,27.96,4,Changed mind,Returned,-156.0,67,Male,City10,Credit Card,Next-Day,20.07,1,0.506526827073069,Medium
Books,495.26,3,Wrong item,Returned,145.0,55,Male,City63,Gift Card,Next-Day,36.95,1,0.49846147896029536,Medium
Clothing,193.4,5,Defective,Returned,-309.0,22,Female,City98,PayPal,Next-Day,23.51,1,0.489982831152487,Medium
Electronics,495.08,4,Changed mind,Returned,233.0,39,Male,City11,Debit Card,Standard,44.98,1,0.5049006384754018,Medium
Home,193.67,1,Changed mind,Returned,-164.0,64,Female,City12,Gift Card,Express,47.01,1,0.5096205257914408,Medium
Electronics,247.07,2,Changed mind,Returned,264.0,46,Female,City26,Credit Card,Next-Day,38.22,1,0.43907473241318273,Medium
Books,179.73,3,Changed mind,Returned,197.0,24,Female,City67,Debit Card,Express,1.72,1,0.48099686245842604,Medium
Electronics,355.57,2,Defective,Returned,104.0,58,Female,City94,Credit Card,Next-Day,49.26,1,0.5265315981827272,Medium
Electronics,205.96,3,Wrong item,Returned,-190.0,55,Male,City21,Credit Card,Next-Day,7.83,1,0.49876991800701453,Medium
Electronics,433.64,5,Wrong item,Returned,256.0,20,Male,City40,Debit Card,Next-Day,49.28,1,0.5225455252863981,Medium
Toys,471.88,2,Defective,Returned,512.0,65,Female,City93,Debit Card,Express,22.11,1,0.4659534436136928,Medium
Clothing,247.14,4,Defective,Returned,176.0,55,Male,City69,PayPal,Express,1.3,1,0.5001389188488186,Medium
Electronics,286.24,3,Changed mind,Returned,138.0,70,Male,City23,Debit Card,Next-Day,33.86,1,0.49208868280614837,Medium
Books,360.38,2,Wrong item,Returned,-377.0,42,Male,City73,Credit Card,Next-Day,40.44,1,0.48335684328874085,Medium
Electronics,278.29,3,Wrong item,Returned,-89.0,24,Female,City35,Debit Card,Next-Day,22.99,1,0.4851946852587316,Medium
Clothing,245.25,3,Defective,Returned,-318.0,59,Male,City90,Debit Card,Standard,20.72,1,0.44454991923730963,Medium
Home,196.03,2,Not as described,Returned,51.0,26,Female,City34,Gift Card,Standard,39.07,1,0.49270835248568623,Medium
Clothing,461.1,4,Defective,Returned,-86.0,69,Male,City74,Gift Card,Express,21.67,1,0.49081921377666704,Medium
Electronics,497.66,4,Not as described,Returned,239.0,18,Female,City6,Gift Card,Next-Day,6.17,1,0.4931054567461397,Medium
Toys,375.85,4,Not as described,Returned,-42.0,21,Female,City47,Gift Card,Next-Day,11.44,1,0.4901926627861819,Medium
Home,87.42,2,Wrong item,Returned,-226.0,40,Male,City46,Debit Card,Express,37.04,1,0.49710035187601387,Medium
Toys,449.15,1,Changed mind,Returned,-405.0,60,Male,City21,Credit Card,Next-Day,21.49,1,0.48433658319732975,Medium
Clothing,277.94,1,Wrong item,Returned,-44.0,69,Male,City61,Credit Card,Standard,24.73,1,0.4687608077320458,Medium
Books,107.8,5,Changed mind,Returned,28.0,23,Female,City61,PayPal,Standard,21.37,1,0.48539703732536876,Medium
Electronics,385.46,4,Defective,Returned,-65.0,28,Female,City83,PayPal,Express,28.35,1,0.4825626971188563,Medium
Toys,261.55,2,Wrong item,Returned,242.0,18,Male,City74,PayPal,Express,15.04,1,0.500642804858762,Medium
Home,417.2,4,Defective,Returned,93.0,69,Female,City27,PayPal,Standard,45.8,1,0.5251360955599759,Medium
Clothing,386.45,1,Wrong item,Returned,-634.0,64,Male,City56,Credit Card,Express,24.84,1,0.4907405173008079,Medium
Home,232.22,2,Not as described,Returned,180.0,67,Female,City44,Credit Card,Standard,16.06,1,0.5034735342354026,Medium
Books,222.5,5,Changed mind,Returned,-648.0,22,Female,City16,Gift Card,Next-Day,2.41,1,0.4974695841198847,Medium
Electronics,435.76,3,Wrong item,Returned,-227.0,61,Male,City29,Debit Card,Standard,34.79,1,0.5354795449819304,Medium
Books,438.14,5,Changed mind,Returned,-277.0,63,Female,City96,Credit Card,Next-Day,47.76,1,0.45946774400200446,Medium
Books,118.27,2,Not as described,Returned,6.0,62,Male,City20,PayPal,Standard,26.02,1,0.515789405819413,Medium
Clothing,424.32,1,Changed mind,Returned,204.0,66,Female,City60,Credit Card,Next-Day,12.04,1,0.4781164808005755,Medium
Home,47.29,2,Not as described,Returned,-616.0,28,Male,City87,Debit Card,Standard,18.85,1,0.429742798309751,Medium
Toys,420.99,3,Not as described,Returned,396.0,50,Male,City21,Gift Card,Standard,48.16,1,0.49977289378833284,Medium
Home,40.1,5,Wrong item,Returned,387.0,64,Female,City82,PayPal,Express,21.99,1,0.5173467950455464,Medium
Home,232.39,3,Defective,Returned,184.0,37,Male,City81,Credit Card,Standard,22.73,1,0.48487286352455594,Medium
Electronics,315.53,2,Wrong item,Returned,-382.0,39,Male,City82,Debit Card,Express,13.34,1,0.4945451295955175,Medium
Clothing,87.87,4,Not as described,Returned,-354.0,58,Female,City56,PayPal,Standard,5.8,1,0.5280637772460239,Medium
Toys,244.05,1,Defective,Returned,286.0,48,Female,City34,Gift Card,Standard,43.81,1,0.4848623089888041,Medium
Toys,156.34,3,Wrong item,Returned,-289.0,64,Female,City53,Debit Card,Express,18.17,1,0.5175091052900691,Medium
Clothing,56.83,1,Wrong item,Returned,-407.0,57,Female,City93,Debit Card,Next-Day,24.97,1,0.4711132468051854,Medium
